idelem,tipo_elem,identif,nombre,north, east, zone, longitude, latitude,,,,
4510,PUNTOS DE MEDIDA URBANOS,"31017", FRANCOS RODRIGUE O-E(DEHESA DE LA VILLA-PIRINEOS),447918766639708.00,439239126533976.00,31,-40.998.241.970.776,67.625.703.962.184,,,,
4511,PUNTOS DE MEDIDA URBANOS,"31020",ANTONIO MACHADO N-S(MARTIRES MARISTAS-DEHESA DE LA VILLA),447934089513754.00,439092993361902.00,31,-73.647.368.880.190,-20.047.994.244.217,,,,
3514,PUNTOS DE MEDIDA URBANOS,"31030",JUAN XXIII E-O(RAMIRO MAEZTU-MORERAS),447830051566701.00,439299598894683.00,31,20.181.724.819.753,-50.564.286.357.399,,,,
4520,PUNTOS DE MEDIDA URBANOS,"31035",DR.FEDERICO RUBIO Y GALI N-S(PABLO IGLESIAS-NUMANCIA),447844337529725.00,439710532379896.00,31,-63.880.015.845.426,17.677.856.547.324,,,,
4522,PUNTOS DE MEDIDA URBANOS,"31037",DR.FEDERICO RUBIO Y GALI E-O(J.LLORENTE-PABLO IGLESIAS),447842795096597.00,439876442222545.00,31,36.689.391.716.472,82.375.428.140.927,,,,
3638,PUNTOS DE MEDIDA URBANOS,"31039",NUMANCIA S-N(DR.FEDERICO RUBIO Y GALI-PABLO IGLESIAS),447851393992081.00,439643484309517.00,31,10.103.020.425.174,23.422.823.372.712,,,,
4554,PUNTOS DE MEDIDA URBANOS,"32012",RIBADAVIA E-O(CHANTADA-AV. BETANZOS),448062393483401.00,439839548113476.00,31,46.048.652.769.954,13.205.511.870.685,,,,
9882,PUNTOS DE MEDIDA URBANOS,"32014",RIBADAVIA N-S(COLEGIO GARCMA LORCA-SINESIO DELGADO),448068149541128.00,440383583128998.00,31,18.906.934.904.107,43.123.888.080.884,,,,
3733,PUNTOS DE MEDIDA URBANOS,"31045",DR.FEDERICO RUBIO Y GALI S-N(ACUEDUCTO-JERSNIMA LLORENTE),447827930308715.00,439949144917444.00,31,34.190.398.954.003,-10.147.400.730.826,,,,
9960,PUNTOS DE MEDIDA URBANOS,"31046", VALLS FERRERA N-S,447862649777702.00,439460149790499.00,31,-28.208.789.929.185,60.998.715.097.965,,,,
4529,PUNTOS DE MEDIDA URBANOS,"31050",OFELIA NIETO S-N(VILAAMIL-P: DIRECCISN),44795359477192.00,440085037735351.00,31,88.798.561.457.469,29.069.696.009.589,,,,
4540,PUNTOS DE MEDIDA URBANOS,"31065", FRANCOS RODRIGUEZ E-O(LORENZANA-P: DIRECCISN),447892503666788.00,439998000623549.00,31,34.293.733.102.788,74.207.832.665.713,,,,
4545,PUNTOS DE MEDIDA URBANOS,"32004", CAPITAN BLANCO ARGIBAY O-E(P: DIRECCISN-P.CEBRERO),448036469475644.00,439865683704124.00,31,-18.472.674.424.821,-46.647.020.221.243,,,,
4546,PUNTOS DE MEDIDA URBANOS,"32005", SINESIO DELGADO E-O(RIBADAVIA-P.CEBRERO),448052933748406.00,439916116367983.00,31,-30.226.096.816.815,73.981.439.042.667,,,,
4584,PUNTOS DE MEDIDA URBANOS,"32300",GTA PIEDRAFITA CEBRERO(ENTREG.10 Y 12)((P.M.3),448045299747394.00,439739759130711.00,31,-62.756.107.472.178,19.066.048.644.058,,,,
3555,PUNTOS DE MEDIDA URBANOS,"32301", GTA.PIEDRAFITA CEBRERO(DELANTE G.12)(P.M.4),448044241587721.00,439764399753954.00,31,38.104.985.148.367,25.610.273.635.123,,,,
5421,PUNTOS DE MEDIDA URBANOS,"43010",AV.BETANZOS N-S(AV.ILUSTRACISN-AV.MONFORTE DE LEMOS),44813418831203.00,439717272579715.00,31,-38.831.687.322.698,-39.837.605.463.176,,,,
5750,PUNTOS DE MEDIDA URBANOS,"91008",Av. Pio XII O-E (Tznel)(Salida),448066282976532.00,4427423366631.00,31,11.454.252.869.342,-30.298.295.760.424,,,,
5753,PUNTOS DE MEDIDA URBANOS,"91011", Yuca E-O(Av. Burgos-Bambz),448107217402424.00,442793090841688.00,31,-14.934.220.609.566,-33.108.509.617.925,,,,
5754,PUNTOS DE MEDIDA URBANOS,"91012",Av. Burgos E-O (Av. Burgos - Bambz),448140844701944.00,442857718119503.00,31,-87.119.428.026.284,-28.569.440.728.632,,,,
4857,PUNTOS DE MEDIDA URBANOS,"36023",COVATILLAS N-S (GIRO),447848006710663.00,434350391595643.00,31,50.353.258.689.353,-14.023.624.308.713,,,,
4876,PUNTOS DE MEDIDA URBANOS,"36030",CTRA. HUMERA N-S(V. ROSALES-A.POZUELO),447857721104294.00,434024636654184.00,31,44.027.563.153.959,-10.292.553.685.033,,,,
4884,PUNTOS DE MEDIDA URBANOS,"36031",ARROYO POZUELO O-E(C.HUMERA A ARAVACA-COVATILLAS),447847353253278.00,434136204998587.00,31,50.672.028.126.598,10.900.587.859.456,,,,
5870,PUNTOS DE MEDIDA URBANOS,"42002",AV. CARDENAL HERRERA ORIA. 255 O-E,448155037752577.00,438910679262124.00,31,-53.145.488.790.321,14.669.782.221.664,,,,
5872,PUNTOS DE MEDIDA URBANOS,"42004",AV. CARDENAL HERRERA ORIA. 239 O-E,448167969954848.00,439146861668439.00,31,51.979.099.290.124,12.349.408.618.567,,,,
5873,PUNTOS DE MEDIDA URBANOS,"42005",AV. CARDENAL HERRERA ORIA 243 E-O,448168550700979.00,439139713112061.00,31,-15.977.969.829.314,40.682.267.627.842,,,,
6966,PUNTOS DE MEDIDA URBANOS,"76006",AV. MONTECARMELO N-S (MONASTERIO DE SILOS - MONASTERIO SUSO Y YUSO),448404464843842.00,440951310146274.00,31,-20.057.953.747.788,63.459.569.903.154,,,,
6964,PUNTOS DE MEDIDA URBANOS,"76008",ACCESO M-607 S-N,448394731308812.00,441050503344639.00,31,41.505.349.969.499,-65.947.698.498.489,,,,
10028,PUNTOS DE MEDIDA URBANOS,"76015",MONASTERIO HUELGAS N-S(MONASTERIO EL PAULAR-COSTA BRAVA),448360423663781.00,440061161846736.00,31,21.782.029.085.664,-54.421.832.688.005,,,,
5880,PUNTOS DE MEDIDA URBANOS,"76016",COSTA BRAVA E-O(VALLE FUENFRIA-MONASTERIO HUELGAS),448353136462551.00,440155332341667.00,31,88.801.837.816.100,29.073.736.301.751,,,,
10029,PUNTOS DE MEDIDA URBANOS,"76017",COSTA BRAVA O-E(MARBELLA-MONASTERIO HUELGAS),448350735900135.00,440003749761121.00,31,18.101.715.535.589,57.683.689.332.470,,,,
5010,PUNTOS DE MEDIDA URBANOS,"95002",MARQUES MONISTROL N-S (CALLE 30),447426566486007.00,43867253925785.00,31,44.732.379.287.524,98.638.803.778.638,,,,
5001,PUNTOS DE MEDIDA URBANOS,"95003",PTE SEGOVIA E-O (VIRGEN PUERTO-MARQUES MONISTROL),447417155395696.00,438797100349329.00,31,-15.377.059.947.373,-39.222.899.278.952,,,,
3410,PUNTOS DE MEDIDA URBANOS,"95004",P∫ ERMITA SANTO S-N,447406285534908.00,438671994077988.00,31,23.916.480.844.327,59.148.422.128.284,,,,
5002,PUNTOS DE MEDIDA URBANOS,"95005",P∫ EXTREMADURA E-O(P∫ ERMITA-CARAMUEL)(CARRIL ABIERTO),447415997090179.00,438477459289529.00,31,-13.440.865.524.767,-30.790.049.511.920,,,,
5023,PUNTOS DE MEDIDA URBANOS,"95020",P∫ EXTREMADURA O-E(REPULLES VARGAS-SISEBUTO),447387629632714.00,437770567786617.00,31,-16.167.248.515.937,40.952.662.437.170,,,,
6645,PUNTOS DE MEDIDA M-30,"PM10142",PM10142,448044154691158.00,443156723023433.00,31,11.801.644.701.488,27.476.052.101.894,,,,
6646,PUNTOS DE MEDIDA M-30,"PM10211",PM10211,447995336289444.00,443442357038003.00,31,37.367.372.203.617,-11.114.798.334.966,,,,
6647,PUNTOS DE MEDIDA M-30,"PM10212",PM10212,447994890198621.00,443424663836859.00,31,59.785.227.709.227,17.487.722.368.036,,,,
6648,PUNTOS DE MEDIDA M-30,"PM10241",PM10241,44796087972487.00,443582145098841.00,31,21.472.237.435.576,-54.272.603.127.858,,,,
6653,PUNTOS DE MEDIDA M-30,"PM10344",PM10344,447861912662456.00,443844100355445.00,31,30.231.073.841.592,74.845.572.940.495,,,,
6600,PUNTOS DE MEDIDA URBANOS,"78402",SANTO DOMINGO DE LA CALZADA. 23 E-O (VALCARLOS - SIERRA DE ATAPUERCA),448430487572625.00,443625176596115.00,31,33.028.388.921.605,-99.721.688.309.202,,,,
5034,PUNTOS DE MEDIDA URBANOS,"95021",REPULLES VARGASS-N,447385179710679.00,43775004918616.00,31,18.473.458.313.093,-58.297.649.175.720,,,,
6643,PUNTOS DE MEDIDA M-30,"PM10092",PM10092,448101448034743.00,442929093549193.00,31,-75.368.966.009.658,24.150.942.397.922,,,,
6644,PUNTOS DE MEDIDA M-30,"PM10141",PM10141,448048064027797.00,443141671144471.00,31,-11.489.727.276.116,-38.086.847.441.248,,,,
5011,PUNTOS DE MEDIDA URBANOS,"95001",AV SAAVEDRA FAJARDO N-S(AV PORTUGAL-P∫ EXTREMADURA),447427707740964.00,438606130386202.00,31,-37.787.022.899.956,-29.268.947.902.796,,,,
6820,PUNTOS DE MEDIDA M-30,"PM11074",PM11074,447188432594423.00,442833303378656.00,31,-17.202.783.279.657,55.607.426.066.724,,,,
6813,PUNTOS DE MEDIDA M-30,"PM12342",PM12342,44790449452746.00,436980267351313.00,31,31.046.296.790.939,-75.225.358.766.683,,,,
6695,PUNTOS DE MEDIDA M-30,"PM12391",PM12391,44794566669808.00,436827145368002.00,31,35.674.706.334.874,-10.418.381.408.848,,,,
6696,PUNTOS DE MEDIDA M-30,"PM12471",PM12471,448019365191969.00,436553620316373.00,31,55.926.237.716.637,16.216.069.774.771,,,,
6699,PUNTOS DE MEDIDA M-30,"PM12641",PM12641,44807387931575.00,437721020613078.00,31,-14.869.111.934.905,-32.568.957.105.853,,,,
6700,PUNTOS DE MEDIDA M-30,"PM12721",PM12721,448068968244221.00,438311310324433.00,31,-36.530.488.823.804,79.529.248.653.757,,,,
6677,PUNTOS DE MEDIDA M-30,"PM10982",PM10982,447265290974249.00,443421946102226.00,31,-47.938.011.236.182,10.408.528.052.916,,,,
6679,PUNTOS DE MEDIDA M-30,"PM11071",PM11071,447187758481976.00,442838681350123.00,31,-76.955.239.584.425,-24.768.965.111.333,,,,
3801,PUNTOS DE MEDIDA M-30,"PM12781",PM12781,44809476528714.00,43887788990681.00,31,91.658.379.541.428,30.010.000.616.771,,,,
6914,PUNTOS DE MEDIDA M-30,"PM12851",PM12851,448138703100624.00,439435807431987.00,31,38.509.983.893.871,-36.449.713.676.537,,,,
6702,PUNTOS DE MEDIDA M-30,"PM12921",PM12921,448162399215101.00,440100284165859.00,31,-49.415.257.062.328,-12.516.080.335.981,,,,
3510,PUNTOS DE MEDIDA M-30,"PM12961",PM12961,448174567980505.00,440483418177377.00,31,15.558.910.779.668,35.679.822.164.589,,,,
6703,PUNTOS DE MEDIDA M-30,"PM12981",PM12981,448184358094045.00,440691737302758.00,31,-46.768.946.534.970,-13.429.314.418.614,,,,
6721,PUNTOS DE MEDIDA M-30,"PM20262",PM20262,447946811201338.00,443681193331608.00,31,-50.168.095.723.523,-10.898.668.583.178,,,,
6722,PUNTOS DE MEDIDA M-30,"PM20321",PM20321,447892624438207.00,443839068836705.00,31,14.596.165.975.937,32.447.146.890.816,,,,
6723,PUNTOS DE MEDIDA M-30,"PM20322",PM20322,4478934549313.00,443856160182033.00,31,25.738.535.169.138,-64.347.593.554.195,,,,
6724,PUNTOS DE MEDIDA M-30,"PM20327",PM20327,447892418252801.00,443829763156433.00,31,-10.222.227.493.527,-27.408.325.796.102,,,,
6726,PUNTOS DE MEDIDA M-30,"PM20412",PM20412,447815959164986.00,443947741095662.00,31,58.294.749.478.064,12.712.330.388.311,,,,
6727,PUNTOS DE MEDIDA M-30,"PM20441",PM20441,447764010007016.00,444060407249478.00,31,13.890.400.658.465,30.430.870.140.885,,,,
6728,PUNTOS DE MEDIDA M-30,"PM20442",PM20442,447765204019821.00,444082228870439.00,31,-89.342.489.882.094,-24.274.436.975.981,,,,
6729,PUNTOS DE MEDIDA M-30,"PM20471",PM20471,447729246101379.00,444187058644227.00,31,-39.552.865.292.244,-81.446.249.122.650,,,,
6718,PUNTOS DE MEDIDA M-30,"PM20232",PM20232,44799659537533.00,443485329394934.00,31,-56.774.369.532.072,16.016.603.508.992,,,,
6719,PUNTOS DE MEDIDA M-30,"PM20233",PM20233,447996246434416.00,443476906343157.00,31,79.731.404.867.155,21.857.037.770.997,,,,
6720,PUNTOS DE MEDIDA M-30,"PM20261",PM20261,447945509239372.00,443664148620713.00,31,12.527.694.496.316,-29.150.510.527.202,,,,
6772,PUNTOS DE MEDIDA M-30,"PM23011",PM23011,448199897731872.00,440986186150031.00,31,20.478.541.759.159,-46.687.613.812.603,,,,
6739,PUNTOS DE MEDIDA M-30,"PM20742",PM20742,447479824710664.00,444245342090094.00,31,-52.488.085.030.523,-11.837.592.151.029,,,,
6753,PUNTOS DE MEDIDA M-30,"PM20971",PM20971,447278358444841.00,443503925496364.00,31,41.810.929.948.325,-58.951.401.543.898,,,,
6754,PUNTOS DE MEDIDA M-30,"PM20972",PM20972,447274256183365.00,443507709323072.00,31,-86.036.984.571.882,28.193.222.145.594,,,,
6755,PUNTOS DE MEDIDA M-30,"PM20976",PM20976,447274562812319.00,443501235422421.00,31,31.716.114.261.758,-96.168.932.000.004,,,,
3558,PUNTOS DE MEDIDA M-30,"PM22391",PM22391,447944757261944.00,436817237157424.00,31,-52.126.163.149.737,14.589.943.498.324,,,,
3559,PUNTOS DE MEDIDA M-30,"PM22392",PM22392,447943967332558.00,436802736610191.00,31,-60.298.380.314.291,-16.618.443.273.769,,,,
6769,PUNTOS DE MEDIDA M-30,"PM22471",PM22471,448017236057762.00,436540733420526.00,31,-43.324.334.199.525,-93.820.863.980.898,,,,
6771,PUNTOS DE MEDIDA M-30,"PM22901",PM22901,448158477631725.00,439909515744656.00,31,-43.689.337.136.582,88.282.476.772.546,,,,
3494,PUNTOS DE MEDIDA M-30,"PM22971",PM22971,44817982257061.00,440570835852426.00,31,-51.665.882.251.035,-14.667.261.315.122,,,,
6783,PUNTOS DE MEDIDA M-30,"PM33031",PM33031,448343942445738.00,440759321249039.00,31,53.538.131.143.422,-14.667.856.408.986,,,,
6779,PUNTOS DE MEDIDA M-30,"PM31452",PM31452,446928107123844.00,438957285436933.00,31,62.969.102.355.139,19.193.353.586.367,,,,
6780,PUNTOS DE MEDIDA M-30,"PM31801",PM31801,447355807772203.00,437032035598119.00,31,-13.210.906.360.206,-33.906.480.124.219,,,,
6938,PUNTOS DE MEDIDA M-30,"PM31851",PM31851,447253917286589.00,435193314284807.00,31,94.543.267.573.540,24.811.200.504.707,,,,
6939,PUNTOS DE MEDIDA M-30,"PM31852",PM31852,447255494322737.00,435187633752643.00,31,-75.763.329.394.957,16.622.760.029.247,,,,
6784,PUNTOS DE MEDIDA M-30,"PM33032",PM33032,448343523104015.00,440769117626298.00,31,-70.257.988.110.818,-22.150.552.246.978,,,,
6785,PUNTOS DE MEDIDA M-30,"PM33151",PM33151,448156150417063.00,442034138375326.00,31,-51.614.024.599.388,11.310.043.659.619,,,,
6786,PUNTOS DE MEDIDA M-30,"PM33152",PM33152,448156294186353.00,442027879872119.00,31,56.279.503.240.014,15.910.609.620.183,,,,
6942,PUNTOS DE MEDIDA M-30,"PM31881",PM31881,447101092980646.00,433649180340992.00,31,-39.347.167.666.725,70.544.722.309.419,,,,
6941,PUNTOS DE MEDIDA M-30,"PM31882",PM31882,447101563946923.00,433644924255717.00,31,-10.880.530.383.519,23.055.082.309.843,,,,
6949,PUNTOS DE MEDIDA M-30,"PM31891",PM31891,447024779267206.00,432859446099971.00,31,39.535.730.003.503,-83.613.040.032.790,,,,
6950,PUNTOS DE MEDIDA M-30,"PM31892",PM31892,447025353150192.00,432854832604295.00,31,-20.381.634.235.288,-62.564.240.326.409,,,,
3496,PUNTOS DE MEDIDA M-30,"PM32352",PM32352,447878873986579.00,436952704675164.00,31,51.498.455.151.253,14.042.697.753.300,,,,
6805,PUNTOS DE MEDIDA M-30,"PM43031",PM43031,448344609267269.00,440751904898044.00,31,-26.250.756.829.972,-57.620.505.379.841,,,,
3846,PUNTOS DE MEDIDA URBANOS,"1007",Sagasta 20 O-E - Mejia Lequerica-Pl. Alonso Martinez,447572259770293.00,440867696168563.00,31,59.898.234.421.569,-17.732.912.827.044,,,,
7036,PUNTOS DE MEDIDA URBANOS,"2500",Dr. Esquerdo S-N - Vaderribas-Garibay(Giro a Cavanilles),447301706284465.00,443055393512007.00,31,53.987.291.169.764,12.944.404.858.322,,,,
9841,PUNTOS DE MEDIDA URBANOS,"3001",Valle de Mena S-E - Acc.Ramon Castroviejo-Gta.Isaac RabÌn,448066192890175.00,438447485461468.00,31,38.387.317.881.176,11.181.627.241.161,,,,
3995,PUNTOS DE MEDIDA URBANOS,"7004",Francisco Silvela. 46 S-N - (Ferrer del Rio-Jose Picon,447633423103295.00,442979335168198.00,31,-84.184.822.287.728,27.499.502.822.595,,,,
6802,PUNTOS DE MEDIDA M-30,"PM43011",PM43011,448237037489271.00,440993348771647.00,31,72.309.829.748.934,19.847.551.808.364,,,,
6803,PUNTOS DE MEDIDA M-30,"PM43012",PM43012,448236751365285.00,44098254379628.00,31,-43.775.164.568.736,-95.786.325.916.252,,,,
6804,PUNTOS DE MEDIDA M-30,"PM43021",PM43021,448302061531882.00,440798681356087.00,31,44.870.223.351.980,10.060.896.650.812,,,,
6806,PUNTOS DE MEDIDA M-30,"PM43032",PM43032,448344953372042.00,440742701014504.00,31,-13.598.160.584.740,31.324.254.513.190,,,,
6807,PUNTOS DE MEDIDA M-30,"PM43151",PM43151,448156790664035.00,442010737438704.00,31,-14.464.835.341.435,32.018.877.036.027,,,,
6808,PUNTOS DE MEDIDA M-30,"PM43152",PM43152,448156807948256.00,442003988930418.00,31,-16.505.018.646.763,-35.964.259.142.838,,,,
6809,PUNTOS DE MEDIDA M-30,"PM43201",PM43201,448179324434401.00,444174710576428.00,31,28.705.260.589.911,62.286.177.484.005,,,,
7129,PUNTOS DE MEDIDA M-30,"PM43222",PM43222,448191834331711.00,443113771818119.00,31,-87.811.575.435.157,-28.828.104.501.396,,,,
4058,PUNTOS DE MEDIDA URBANOS,"10010",Ibiza. 14 O-E - Menendez Pelayo-Narvaez,447460339376432.00,442689053335115.00,31,-50.804.250.441.109,12.917.185.071.858,,,,
3706,PUNTOS DE MEDIDA M-30,"PM43022",PM43022,448301480619327.00,440790145658697.00,31,-12.610.531.674.924,27.430.171.829.193,,,,
4187,PUNTOS DE MEDIDA URBANOS,"13045",Palos de la Frontera E-O - Batalla del Salado-Sta Maria Cabeza,447294694872604.00,441036150467452.00,31,-39.100.521.500.302,-35.214.165.721.604,,,,
5104,PUNTOS DE MEDIDA URBANOS,"14013", Ronda Valencia E-O - Valencia-Meson de Paredes,447324877135364.00,440736361808544.00,31,82.562.885.243.416,-17.991.028.538.718,,,,
3765,PUNTOS DE MEDIDA URBANOS,"15304", Alcala O-E(Delante G.5)(P.M.3) -  Alcala O-E(Delante G.5)(P.M.3),447467128635946.00,44100532127825.00,31,94.301.878.569.534,-20.406.994.793.317,,,,
4319,PUNTOS DE MEDIDA URBANOS,"16048",Arriaza N-S - Irun-Cuesta San Vicente,447496407617555.00,439368317279253.00,31,-14.144.153.854.956,36.376.156.629.939,,,,
4408,PUNTOS DE MEDIDA URBANOS,"19006",San Bernardo. 126 S-N - JerÛnimo de la Quintana-Gta. Quevedo,447620134739161.00,440334527988576.00,31,37.234.020.753.448,-90.208.464.072.905,,,,
4424,PUNTOS DE MEDIDA URBANOS,"20008",Vallehermoso. 67  S-N - Donoso CortÈs-Cea Berm˙dez,447677273913691.00,440030242717635.00,31,95.325.107.806.990,31.329.928.282.059,,,,
4453,PUNTOS DE MEDIDA URBANOS,"21033",Gral. MartÌnez Campos O-E - Gta. Pintor Sorolla-Fdez. de la Hoz,447647539708.00,440907562540906.00,31,-49.322.025.745.052,12.336.120.470.363,,,,
4454,PUNTOS DE MEDIDA URBANOS,"22001", Bravo Murillo. 75 N-S - CristÛbal Bordiu-Rios Rosas,447738907195225.00,440400153415977.00,31,13.084.461.914.326,-42.847.688.488.185,,,,
4455,PUNTOS DE MEDIDA URBANOS,"22002",Rios Rosas. 28 E-O - Ponzano-Santa Engracia,447724886055459.00,440794557682731.00,31,-42.208.300.936.489,73.514.418.249.611,,,,
3400,PUNTOS DE MEDIDA URBANOS,"34022",Clara del Rey. 23 N-S - Santa Rita-Santa Hortensia,447761871963272.00,443436925345467.00,31,-16.727.160.137.029,38.574.909.463.238,,,,
4641,PUNTOS DE MEDIDA URBANOS,"34029",Pradillo 66 O-E - Saturnino Calleja-Gustavo Fdez. Balbuena,447810629264247.00,443389592121674.00,31,-39.340.687.527.503,15.814.552.197.699,,,,
5720,PUNTOS DE MEDIDA URBANOS,"63033",Gral.MoscardÛ S-N - Reina Mercedes-Gral.PerÛn,447826919675923.00,441034390928497.00,31,34.079.559.811.354,83.124.990.951.750,,,,
5727,PUNTOS DE MEDIDA URBANOS,"63040",BasÌlica E-O - Gral.MoscardÛ- Orense,447806864700601.00,441030473954825.00,31,-10.506.322.739.633,27.845.492.484.934,,,,
5721,PUNTOS DE MEDIDA URBANOS,"63034",Orense S-N - Raimundo Fdez.Villaverde-Hernani,447778086744437.00,441130101832409.00,31,13.549.563.247.143,29.311.861.321.007,,,,
5722,PUNTOS DE MEDIDA URBANOS,"63035",Orense S-N - BasÌlica-Reina Mercede,447810637812765.00,441157130401683.00,31,-16.670.494.480.154,-36.773.952.362.835,,,,
5723,PUNTOS DE MEDIDA URBANOS,"63036",Orense S-N - Reina Mercedes-Gral.PerÛn,447827724094575.00,441171398808877.00,31,61.941.774.116.715,18.633.413.700.047,,,,
5724,PUNTOS DE MEDIDA URBANOS,"63037",Orense N-S - Reina Mercedes-BasÌlica,447819628081887.00,441158326777729.00,31,-39.453.272.402.575,-40.327.892.169.747,,,,
5725,PUNTOS DE MEDIDA URBANOS,"63038",Orense N-S - BasÌlica-Hernani,447804417634208.00,441147310331442.00,31,69.785.974.010.817,-16.465.289.079.095,,,,
5726,PUNTOS DE MEDIDA URBANOS,"63039",Reina Mercedes E-O - Gral.MoscardÛ-Orense,44782415512778.00,441042269459322.00,31,-44.785.841.532.738,97.077.623.871.493,,,,
4261,PUNTOS DE MEDIDA URBANOS,"97039",Bailen N-S - Requena-Cuesta de la Vega,447433638073677.00,439574823320645.00,31,77.253.483.433.987,17.127.604.424.510,,,,
4130,PUNTOS DE MEDIDA URBANOS,"97094",Pedro Bosch E-O - Ciudad de Barcelona-Jacaranda,447216611817024.00,44252184101662.00,31,52.578.550.476.311,-13.939.145.209.078,,,,
3755,PUNTOS DE MEDIDA URBANOS,"40015",C/. Candilejas - Javier de Miguel-Av. San Diego,447074763753656.00,443867943189693.00,31,40.497.615.521.626,-11.952.992.211.695,,,,
5796,PUNTOS DE MEDIDA URBANOS,"40016",C/. Arroyo del Olivar - Tte. MuÒoz Diaz-Payaso FofÛ,447155874531882.00,444188100767499.00,31,-10.092.884.888.309,22.548.994.361.732,,,,
5799,PUNTOS DE MEDIDA URBANOS,"40019",C/. Arroyo del Olivar - Payaso FofÛ-Sierra de Cadi,447165870526084.00,443986997043846.00,31,20.779.525.471.883,-45.078.249.490.742,,,,
6019,PUNTOS DE MEDIDA URBANOS,"46011",C/. Arturo Soria - Emilio Vargas-Hern·ndez de Tejada,447796900388064.00,4449237960991.00,31,92.125.426.684.675,-20.641.994.494.099,,,,
6022,PUNTOS DE MEDIDA URBANOS,"46014",C/. Arturo Soria   - Angelita Cavero-Josefa Valc·rcel,447776391321347.00,445084684453847.00,31,-70.581.343.705.536,19.692.157.430.365,,,,
6095,PUNTOS DE MEDIDA URBANOS,"47034",Acceso a Arturo Soria - M-30-Arturo Soria,448184304078611.00,443737386104776.00,31,-12.190.023.942.927,26.532.376.640.082,,,,
6096,PUNTOS DE MEDIDA URBANOS,"47035",C/. Arturo Soria  - La˙d-Briviesca,44817344981859.00,443766461755638.00,31,-17.355.185.899.030,-40.017.251.886.265,,,,
3821,PUNTOS DE MEDIDA M-30,"PM20025",PM20025,448168145835702.00,443034511416918.00,31,47.632.249.587.569,-10.370.401.805.647,,,,
4812,PUNTOS DE MEDIDA URBANOS,"26005",ALCOCER E-O(ARECHABALETA-V. DESAMP),446706396464464.00,440887420578702.00,31,75.384.312.863.068,-24.163.509.554.360,,,,
4898,PUNTOS DE MEDIDA URBANOS,"37011",VALMOJADO S-N(VALMOJADO N? 163-ILLESCAS),447164773478812.00,435742038280333.00,31,15.995.805.999.186,36.206.547.721.582,,,,
4947,PUNTOS DE MEDIDA URBANOS,"38028",AV.DE LOS POBLADOS E-O(UGENA-POLAN),446967019555151.00,438567066256817.00,31,53.278.391.611.246,14.772.226.384.320,,,,
3571,PUNTOS DE MEDIDA URBANOS,"38029",POLAN N-S(CAZALEGAS-POBLADOS),446970889132679.00,438454438669694.00,31,-63.851.400.891.638,-13.858.168.009.212,,,,
4985,PUNTOS DE MEDIDA URBANOS,"39038",POBLADOS O-E(R. YBARRA-CNO.V.VILLAVERDE),44696271134636.00,439686082514828.00,31,13.508.127.242.628,-29.299.338.892.205,,,,
4986,PUNTOS DE MEDIDA URBANOS,"39039",POBLADOS E-O(PRADOLONGO- C.V.VILLAVERDE),446955185273892.00,439916518434444.00,31,56.598.146.347.132,-16.267.327.336.567,,,,
4987,PUNTOS DE MEDIDA URBANOS,"39040",POBLADOS O-E(JOAQUIN FRANCES-ORCASUR 1),446938907539767.00,440444722719707.00,31,40.393.972.995.536,-56.613.736.863.755,,,,
4782,PUNTOS DE MEDIDA URBANOS,"48010",DOLORES BARRANCO E-O,447069036944532.00,439757844538399.00,31,16.042.357.907.061,51.657.063.415.379,,,,
5041,PUNTOS DE MEDIDA URBANOS,"49008",GRAL.RICARDOS O-E(CLARISAS-ALEJ.SANCHEZ),447164089791138.00,438355113181324.00,31,-59.788.091.045.932,-12.977.946.118.004,,,,
5146,PUNTOS DE MEDIDA URBANOS,"58013",C.V. LEGANES O-E(S.CLEMENTE-C.CAMPOAMOR),447040913602572.00,437966525818675.00,31,-18.367.808.065.769,-41.665.768.443.238,,,,
5147,PUNTOS DE MEDIDA URBANOS,"58014",AV. ABRANTES O-E(BESOLLA-PL. VULCANO),44700284205509.00,437853669140615.00,31,-10.182.177.620.613,-33.362.968.338.262,,,,
5154,PUNTOS DE MEDIDA URBANOS,"80008",(AFOR)GRAL. FANJUL N-S(POBLADOS-GUARE?A),447100139679662.00,435338715504726.00,31,-11.109.332.562.501,-28.762.536.356.316,,,,
9940,PUNTOS DE MEDIDA URBANOS,"84045",AV. PESETA O-E (MUTUAL - LUIS ORO),446851667179103.00,436710973850282.00,31,-84.615.430.493.178,-27.466.913.178.486,,,,
9942,PUNTOS DE MEDIDA URBANOS,"84046",AV. PESETA E-O(MARAVEDI-DINERO),446848699928468.00,436509009012319.00,31,-80.623.549.669.923,21.565.947.879.771,,,,
5277,PUNTOS DE MEDIDA URBANOS,"85003",ENTRADA A CRUCE DESDE TUNEL CALLE 30 N-S,44724751294638.00,439273283423219.00,31,-67.443.106.064.524,18.532.757.161.907,,,,
5279,PUNTOS DE MEDIDA URBANOS,"85005",CALLE 30 N-S,44724812241181.00,43928807666851.00,31,27.766.617.837.895,84.221.668.722.399,,,,
5391,PUNTOS DE MEDIDA URBANOS,"94010",S. NORBERTO E-O(S.TARSICIO-S.ERASMO),446590353396749.00,440193069879857.00,31,-35.679.522.719.362,10.546.489.753.399,,,,
